title,site,url,salary,salary_min,salary_max,currency,city,responsibility,requirement,date_publication
Грузчик (разнорабочий),https://hh.ru/,https://spb.hh.ru/vacancy/51459330?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,16600,0,руб.,,"Сопровождение ""Диспетчерской машины"" при передвижении по территории предприятия и за ее пределами. При необходимости осуществлять погрузочно-разгрузочные работы не более...",Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52199763?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,32000,руб.,,"Погрузка - вагонов ,автомобилей упаковками с соком ,снеками.  Миксовка и обмотка продукции. Сухая уборка складских помещений. Не дозвонились?",Не указаны,
Разнорабочий (ученик),https://hh.ru/,https://spb.hh.ru/vacancy/50096271?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,31500,42500,руб.,,Подготовка инвентаря. Уход за животными. Соблюдение чистоты и порядка.,"Ответственность, пунктуальность, внимательность. Можно БЕЗ ОПЫТА.",
Разнорабочий в мастерскую,https://hh.ru/,https://spb.hh.ru/vacancy/51025773?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,"Изготовление образцов (мини -макетов) из затирок, штукатурок и растворов. Работа руками в мастерской за рабочим столом.","Аккуратность. Трудолюбие, ответственность, работоспособность.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52238431?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,"Обучение процессам производства работ. Выполнение строительных, отделочных, сантехнических, электромонтажных работ.","Специальное, средне-специальное, высшее.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/47656049?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,33000,руб.,,"Прием. выгрузка солода (мешки до 40кг). Погрузка кег (перемещение, распределение, работа совместно с погрузчиком). Уборка склада и прилежащей территории. ",Физическая выносливость.,
Разнорабочий на производство,https://hh.ru/,https://spb.hh.ru/vacancy/52327071?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,"Помощь на производственных участках, на упаковке. Комплектация материалами на складе. Помощь в погрузке / разгрузке изделий.","Приветствуется опыт работы на производственном предприятии. Умение работать с электроинструментом. Аккуратность, трудолюбие, ответственность.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/49816914?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,"ООО «НОВА БИЛД» крупная организация Волгограда, выполняющая работы в области промышленного строительства, демонтажа зданий и производства искусственного щебня. - ",хорошая физическая подготовленность. - знание и соблюдение техники безопасности.,
Дорожный рабочий / разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52385502?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,20000,0,руб.,,ДОРОЖНЫЕ РАБОЧИЕ/РАЗНОРАБОЧИЕ.,Возможно БЕЗ ОПЫТА работы.,
Грузчик/разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52159775?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,Производство погрузочно-разгрузочных работ в соответствии с задачами предприятия.,Ответственность. Дисциплинированность. Выносливость.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52230925?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,"Подсобные и вспомогательные работы для обеспечения и подготовки основного производства и ПРР на производственных участках, подтоварках, складах. Подъем, перемещение и...",Среднее (полное) общее образование. Отсутствие медицинских противопоказаний по состоянию здоровья.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52128840?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,48600,72900,руб.,,"Более 50% директоров DarkStore начинали с курьерской доставки. Доставка товаров (продукты) до квартиры покупателя. Все заказы уже оплачены, вам необходимо...","Требования минимальные: готовность к физической нагрузке и желание стабильного дохода. Навык быстрой ориентации в пространстве, на местности. Быстро расти!",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51323686?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,20000,0,руб.,,"Поддержание надлежащего вида территории завода, прилегающей к заводу парковки.",Не указаны,
Подсобный рабочий/разнорабочий на строительство,https://hh.ru/,https://spb.hh.ru/vacancy/48845793?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,Выполнение подсобных работ на объектах строительства.,Ответственное выполнение поручений. Готовность к физическому труду. Дисциплинированность.,
Разнорабочий на производство (Уралмаш),https://hh.ru/,https://spb.hh.ru/vacancy/51630582?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,"Погрузка/разгрузка нетканых материалов. Перемотка, фасовка, комплектация заказов. Соблюдение порядка на рабочем месте (склад).",Активность. Ответственность. Нацеленность на долгосрочную работу. Рассматриваем кандидатов без опыта.,
Разнорабочий на производство (Уралмаш),https://hh.ru/,https://spb.hh.ru/vacancy/51630582?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,"Погрузка/разгрузка нетканых материалов. Перемотка, фасовка, комплектация заказов. Соблюдение порядка на рабочем месте (склад).",Активность. Ответственность. Нацеленность на долгосрочную работу. Рассматриваем кандидатов без опыта.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52372794?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,550,1000,бел. руб.,,Выполнение работ качественно и в срок.,Ведение строительно-монтажных работ. Знание тонкостей и нюансов своей профессии.,
Разнорабочий на стройку,https://hh.ru/,https://spb.hh.ru/vacancy/50828065?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,Все виды общестроительных и подсобных работ на строительном участке. Земляные работы. Погрузо-разгрузочные работы. Работа с электроинструментом.,Добросовестность. Ответственность. Внимательность.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/49699422?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,30000,руб.,,Погрузка/разгрузка. Упаковка. Перемещение товара по складу.,"Отсутствие ограничений по медицинским показаниям. Ответственность, исполнительность, выносливость.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52228406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,"Отгрузка, выгрузка, перемещение вручную и на тележках (вагонетках). Среднее образование.",Знать правила и нормы охраны труда и пожарной безопасности. ​Понимать способы выполнения производственного задания. ​Знать правила обслуживания применяемого оборудования. ,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51086851?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,0,руб.,,Ежедневная уборка территории весовых на 2-х карьерах. Уборка территории производственного городка на 2-х карьерах.,Не указаны,
Разнорабочий на склад,https://hh.ru/,https://spb.hh.ru/vacancy/52058472?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,32000,0,руб.,,"сортировка, переработка, нарезка свежих листовых и кочанных салатов, краснокочанной и белокочанной капусты, очистка картофеля, моркови, репчатого лука и чеснока. - ","внимательность, ответственность, исполнительность. - наличие действующей медицинской книжки.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51191990?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,27000,руб.,,Приём и разгрузка товара. Упаковка товара на складе согласно накладным. Помощь персоналу в перетаскивание тяжелых предметов.,Опыт приветствуется. Готовность к долгой работе физического труда.,
Разнорабочий / Мастер формовщик,https://hh.ru/,https://spb.hh.ru/vacancy/51720335?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,50000,руб.,,Формование стеклопластика. Подготовка материала для формования изделий. Работа с пиломатериалами и остальной широкий спектр разнонаправленных работ.,Рассматриваем кандидатов без опыта работы!. Внимательность. Ответственность.,
Разнорабочий на стройплощадку п. Южный,https://hh.ru/,https://spb.hh.ru/vacancy/52248423?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,40000,руб.,,Погрузо-разгрузочные работы на строительной площадке.,Ответственность.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50822266?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,55000,0,руб.,,Работа с рохлей. Перемещение готовой продукции по территории производства.,Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51767200?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,Производство погрузочно-разгрузочных работ в соответствии с задачами предприятия. Помощь в разборе металлоконструкций. Выполнение распоряжений руководителя.,Ответственность. Дисциплинированность. Выносливость.,
Разнорабочий (Власиха),https://hh.ru/,https://spb.hh.ru/vacancy/51233473?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,15000,20000,руб.,,Уборка снега. Стрижка и полив газонов 1 сотка. Чистота плитки тротуарной 3 сотки. Уход за бассейном. Полив цветов и газонов. ,Не указаны,
Грузчик-разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/46977534?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,Перемещение товаров на складе. Выполнение погрузо-разгрузочных работ.,"Ответственность, трудолюбие. Внимательность, активность.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52206705?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,35000,руб.,,"Выполняет подсобные и вспомогательные работы на производственных участках и строительных площадках, складах, базах, амбарах и т. п.",Базовое или неполное базовое общее среднее образование. Без требований к стажу работы. Должен знать: Правила работы на высоте (находиться не...,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50822264?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,55000,0,руб.,,Работа с рохлей. Перемещение готовой продукции по территории производства.,Не указаны,
Разнорабочий на производство,https://hh.ru/,https://spb.hh.ru/vacancy/50258358?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,20000,0,руб.,,Выполнение подсобных работ. Погрузочно-разгрузочные работы.,Умение работать с электроинструментом.,
Разнорабочий (График любой),https://hh.ru/,https://spb.hh.ru/vacancy/50306562?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,30000,руб.,,Выполнения подсобных хоз. работ. Перемещение товара по складу. Разлом упаковочных коробов.,Не указаны,
Разнорабочий на производство,https://hh.ru/,https://spb.hh.ru/vacancy/47075406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,40000,руб.,,Зачистка и подготовка металлоконструкций к окраске. Сборочные работы (сборка несложных конструкций/изделий). Упаковка готовой продукции. Другая подсобная работа.,"Ответственность, исполнительность, трудоспособность, дисциплинированность, аккуратность.",
Монтажник-разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52135109?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,"Работа на свадебных мероприятиях в ресторанах, шатрах, банкетных залах​. ​Погрузка разгрузка декораций и элементов декора. Монтаж\демонтаж декораций на месте.","Знание техники безопасности при работе с электроинструментами. Навыки владения электроинструментами ( в основном шуруповерт, болгарка). ​минимальные инженерные знания. ​Сборка деревянных каркасов...",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50798243?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,35000,руб.,,"Можно и подсобным рабочим с обучением в строительстве домов! Обязанности: Возведение брусовых бань, домов под ­ключ.","Опыт работы в дерев­янном домостроении не обязательно! Ответственный, коммуникабельный.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52168404?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,Разгрузочно-погрузочные работы на складе. Выполнение подсобных и вспомогательных работ на складе. Поддержание порядка на местах хранения ТМЦ.,Готовность к интенсивной работе. Выносливость.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/49545028?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,39000,0,руб.,,"Работа в торговом зале со строительными материалами. Перемещение со склада, своевременное пополнение и выкладка товара в торговом зале. ",Ответственность. Дисциплинированность. Исполнительность. Готовность к интенсивному труду.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/49279961?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,35000,руб.,,"Техническое обслуживание зданий, территорий и объектов. Ремонт зданий, территорий и объектов. Обслуживание прилегающей территории. Требования: Знание основных приемов выполнения работ...",Не указаны,
Слесарь АВР/Сантехник/Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/48687736?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,45000,0,руб.,,Не указаны,Пунктуальность. Ответственность. Опыт работы приветствуется.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/46869528?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,0,руб.,,Первичная и вторичная обработка шлемов.,"Внимательность при осмотре изделия, контроль качества. Дотошность, усидчивость и любовь к ручному труду и порядку на рабочем месте.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52249239?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,40000,руб.,,"Перемещение грузов на строительной площадке. Упаковка грузов в необходимую тару (коробки, бочки, пакеты, мешки и т.д.). Поддержание в чистоте...","Образование среднее специальное. Аккуратность, порядочность, исполнительность. Добросовестное отношение к работе.",
Разнорабочий на производство,https://hh.ru/,https://spb.hh.ru/vacancy/52168975?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,участие в погрузочно-разгрузочных работах. -уборка территории. -оказание помощи на производстве или складе.,Исполнительность. Пунктуальность. Физическая выносливость.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52262065?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,29000,0,руб.,,"Маркировка вырубленных образцов, 10*8 см. специальным прибором. Сборка образцов на цепочки.",Ответственность. Самостоятельность. Внимательность.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50316937?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,Погрузо-разгрузочные работы.,Не указаны,
Разнорабочий в Иноземцево,https://hh.ru/,https://spb.hh.ru/vacancy/51319636?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,21725,21725,руб.,,Погрузочно-разгрузочные работы.,Готовность к физическому труду. Пунктуальность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52268143?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,"Засыпка сырья в силоса. Прессовка полиэтиленовых мешков, картона, пленки. Развозить пустые поддоны и с продукцией.",Внимательность. Ответственность. Аккуратность. Исполнительность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52178241?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,45000,руб.,,Мелкий ремонт строительного оборудования. Зачистка строительного оборудования от бетона. Погрузочно-разгрузочные работы. Умение работать электроинструментом. Участие в приемке товара. ,Среднее образование. Готовность к физическому труду. Внимательность. Аккуратность. Умение работать в бригаде. Дисциплинированность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52083227?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,750,1500,EUR,,Устройство тротуарной плитки. Устройство дорожных бортов. Подготовительные работы.,Опыт работы не обязателен. Желание работать и обучаться. Наличие справки или выписки о состоянии здоровья. Наличие документа об образовании.,
"Разнорабочий, Девяткино",https://hh.ru/,https://spb.hh.ru/vacancy/52264325?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,0,руб.,,Работа в цеху на производстве. Зачистка заготовок. Набивка изоляцией кожухов. Упаковка продукции.,Умение работать ручным инструментом. Готовность к физическому труду. Условия:,
Разнорабочий в цех,https://hh.ru/,https://spb.hh.ru/vacancy/49846305?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,22000,руб.,,Уборка территории цеха. Выполнение поручений руководителя.,Образование не ниже среднего. Без опыта работы. Ответственность и исполнительность.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50297792?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,Выполнение подсобных и вспомогательных работ. Разгрузочно-погрузочные работы. Заготовка комплектующих для деревянных барабанов.,"Ответственность, добросовестность, аккуратность.",
Разнорабочий/грузчик/отливщик,https://hh.ru/,https://spb.hh.ru/vacancy/52278304?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,60000,0,руб.,,"Отливка гипсовых изделий в силиконовые формы, реставрация, сдача продукции на приемку (ОТК).",Опыт работы не требуется. Требуется желание освоить профессию. Пунктуальность. Самостоятельность. Желание работать и зарабатывать. Активная жизненная позиция. Навык строительно-монтажных...,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51880670?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,85000,руб.,,"Работа в составе ремонтной бригады по выполнению монтажных работ по санации трубопроводов канализации и водопровода новыми бестраншейными технологиями, подготовка труб...",Технический склад ума. Ответственность. Способность и готовность к обучению. Умение работать в команде. Опыт работы: опыт работы в аналогичных сферах...,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52114594?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,37000,0,руб.,,Выполнение подсобных и вспомогательных работ на объекте.,Ответственность. Желание работать и обучаться.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50252193?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,30000,руб.,,"Уборка территории, прилегающей к отелю и ресторанам (летом - покос травы на газонах; зимой - уборка снега, вынос мусора), мытье паркингов. ","Приветствуются навыки работы с садовым инвентарем и снегоуборочной техникой. Готовность к тяжелому физическому труду. Ответственность, исполнительность, аккуратность.",
Грузчик/разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52151722?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,20000,30000,руб.,,"Проведение погрузочно-разгрузочных работ на складах, на производстве, в магазинах.",Ответственность. Исполнительность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/44087022?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,20000,0,руб.,,Обеспечение помощи специалистам на своем участке работ. Производство вспомогательных работ на закрепленной территории по указанию начальника смены. Участие в уборке...,Не указаны,
Ученик Мастера по изготовлению корпусной мебели/Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51682453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,120000,0,KZT,,"Изготовление, сборка и установка корпусной мебели. Разгрузка и отгрузка изделий. Содержание в порядке рабочего места.",Ответственность. Пунктуальность. Коммуникабельность.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/46926688?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,20600,20600,руб.,,"Перемещение, складирование, погрузка, разгрузка заготовок, деталей, узлов, механизмов, а также сыпучих, горюче-смазочных, обтирочных, промывочных и т.д. ",Не указаны,
