title,site,url,salary,salary_min,salary_max,currency,city,responsibility,requirement,date_publication
Разнорабочий на производство,https://hh.ru/,https://spb.hh.ru/vacancy/52007281?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,32000,руб.,,"выполнение погрузо-разгрузочных работ с применением погрузочно-разгрузочных приспособлений (погрузка, разгрузка, переноска сырья и готовой продукции). - участие в производственном процессе. - ","готовность к физическим нагрузкам. - трудолюбие, внимательность, ответственность, исполнительность. - умение работать в коллективе.",
Подсобный рабочий (улица 22 Партсъезда),https://hh.ru/,https://spb.hh.ru/vacancy/43903322?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,27000,33000,руб.,,"Погрузка, разгрузка сырья вручную и с применением механических транспортных средств, вывоз отходов. Обслуживание погрузочно-разгрузочных приспособлений.","Среднее образование. Ответственность, трудолюбие, готовность к физическим нагрузкам.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52311138?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,60000,руб.,,Работа в составе хозяйственной группы. Уборка производственных помещений. Поддержание порядка на территории базы:,Ответственность. Исполнительность:,
Разнорабочий (г. Усолье-Сибирское),https://hh.ru/,https://spb.hh.ru/vacancy/52448633?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,Уборка территории. Выполнение погрузочно-разгрузочных работ.,Среднее образование. Можно без опыта работы. Ответственность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52600726?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30558,0,руб.,,"ВЫПОЛНЕНИЕ ВНУТРИСКЛАДСКОЙ ПЕРЕРАБОТКИ ГРУЗОВ. СОРТИРОВКА, УКЛАДКА, ПЕРЕНОСКА. ОСУЩЕСТВЛЕНИЕ ПОГРУЗКИ И ВЫГРУЗКИ ТОВАРА.",Ответственность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52424799?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,70000,0,руб.,,Работа пневмоинструментом.,"Навыки работы болгаркой. Требования: Готовность к работе вахтовым графиком (месяц работать 6/1, месяц вых по желанию).",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52669570?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,0,руб.,,"Содержание в надлежащем состоянии зданий и прилегающих к ним территорий (дворов, тротуаров, сточных каналов, урн, мусоросборников, подвалов, чердаков и т...",Ответственное отношение к работе. Исполнительность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/46126378?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,40000,руб.,,"Ежедневная поддерживающая уборка на гостевых/служебных этажах: работа на поломоечной технике, точечная полировка мраморных полов, шампунизация, пенная чистка ковров и...","Приветствуется знание химии, оборудования, основ гостеприимства. Презентабельный внешний вид, не конфликтность, порядочность и ответственность. Знание элементарного английского будет являться преимуществом.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52538602?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,18000,руб.,,"Выполнение подсобных и вспомогательных работ на вверенном участке. Погрузка, разгрузка и выгрузка, а также перемещение различных грузов. Уборка обозначенной территории...",Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52470201?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,Приёмка на склад электросамокатов. - Установка на зарядку. - Мойка.,Исполнительность и ответственность. - Внимательность.,
Аппаратчик / разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52480213?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,10000,0,руб.,,"Функции: загрузка в аппарат, выгрузка, фасовка. Объем - порядка 600 кг/день. Оплата сдельная. Заключается договор или официальное трудоустройство. ",Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52179010?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,38720,54560,руб.,,Погрузка-разгрузка косметической продукции.,"Рассматриваем кандидатов без опыта, но с огромным желанием работать и зарабатывать.",
Стажер-разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52621772?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,31500,42500,руб.,,На начальном этапе работы несложного физического характера (мешки таскать не нужно). Сортировка и уход за животными. Соблюдение чистоты и порядка.,Можно БЕЗ ОПЫТА. Ответственность. Внимательность.,
Разнорабочий на производство (Рамщик),https://hh.ru/,https://spb.hh.ru/vacancy/52530443?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,28000,28000,руб.,,Работа с металлическими листами. Изготовления профиля. Изготовление рамки.,Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52500959?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,"Разные виды физических работ - такие как - расстановка по местам оборудования, чистка территории, перестановка предметов, и так далее.","Если у вас есть специальные навыки (сварка, точение, электрика) - они приветствуются.",
Аппаратчик - разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51339934?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,"Работа с углеродными волокнами, ручная сборка особо ответственных деталей.","Среднее специальное образование, без опыта работы. Ответственность, внимательность, усидчивость, хорошее зрение.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/47590116?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,"Подсобные работы на территории предприятия с возможным обучением на четырехстороннем деревообрабатывающем станке. Разгрузка, погрузка, сортировка пиломатериалов.",Без опыта.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52463470?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,Помощь на производственных участках. Погрузочно-разгрузочные работы.,Без опыта работы. Ответственность. Дисциплинированность. Исполнительность.,
